Date,Service_Clean,SKU_Clean,Region_Clean,Total_Cost_USD,Total_Usage,Log_Count
2026-03-20,Storage,S3-Standard,eu-west-1,-4.160159999999999,4688.418000000001,3
2026-03-20,Storage,S3-Standard,us-east-1,11.05,1089.11,1
2026-03-20,Storage,S3-Standard,us-west-2,641.83822,12831.0986,5
2026-03-21,Compute,EC2-t3.large,ap-south-1,2068.06852,18504392.59,2
2026-03-21,Compute,EC2-t3.large,ap-southeast-1,1716.1828,141684000.0,2
2026-03-21,Compute,EC2-t3.large,us-east-1,15.4992,2215987.8,1
2026-03-21,Compute,EC2-t3.large,us-west-2,423.79312,7756201.2,3
2026-03-21,Compute,EC2-t3.medium,eu-west-1,1025.73208,142503183.0,3
2026-03-21,Compute,EC2-t3.medium,us-east-1,72.136,139173228.0,1
2026-03-21,Compute,EC2-t3.medium,us-west-2,675.4925999999999,2111947.41,2
2026-03-21,Compute,EC2-t3.xlarge,eu-west-1,2294.35,3334476.5999999996,2
2026-03-21,Compute,EC2-t3.xlarge,us-east-1,1684.9608799999999,2023619.72,3
2026-03-21,Compute,EC2-t3.xlarge,us-west-2,305.6001,948153.6,1
2026-03-21,Compute,GCE-n1-standard-2,asia-southeast1,1.96236,605053.2,1
2026-03-21,Compute,GCE-n1-standard-4,asia-south1,1322.54,123016500.0,1
2026-03-21,Compute,GCE-n1-standard-4,europe-west1,459.2376,8435.24,1
2026-03-21,Compute,GCE-n1-standard-4,us-central1,911.8941599999999,34567268.68,3
2026-03-21,Compute,GCE-n1-standard-4,us-west1,1853.1713,2295303.6,1
2026-03-21,Compute,GCE-n1-standard-8,us-central1,-2734.7436,2443960.8,1
2026-03-21,Compute,GCE-n1-standard-8,us-west1,11.90688,62298612.0,1
2026-03-21,Compute,UNKNOWN,europe-west1,17.6064,2197569.6,1
2026-03-21,Compute,VM-Standard_D2s,canadacentral,789.0828,208440174.0,3
2026-03-21,Compute,VM-Standard_D2s,centralindia,2704.2269,2060320.93,3
2026-03-21,Compute,VM-Standard_D4s,eastus,1952.0460000000003,42691859.93,2
2026-03-21,Compute,VM-Standard_D4s,westeurope,2.03424,152386236.0,1
2026-03-21,Compute,VM-Standard_D8s,centralindia,1.41636,9106740.0,1
2026-03-21,Database,CloudSQL-db.standard-2,asia-south1,1426.68428,103133418.6,3
2026-03-21,Database,CloudSQL-db.standard-2,asia-southeast1,606.48564,2275038.1599999997,2
2026-03-21,Database,CloudSQL-db.standard-2,europe-west1,285.91648,210375302.85,5
2026-03-21,Database,CloudSQL-db.standard-2,us-central1,53.15208,141305201.2,2
2026-03-21,Database,CloudSQL-db.standard-2,us-west1,38.61144,2673963.0,1
2026-03-21,Database,RDS-db.m5.large,UNKNOWN,30.2292,48089.94,1
2026-03-21,Database,RDS-db.m5.large,ap-south-1,81.44448000000001,4457173.8,2
2026-03-21,Database,RDS-db.m5.large,ap-southeast-1,7348.862300000001,2202056.12,3
2026-03-21,Database,RDS-db.m5.large,us-east-1,1146.97156,2362503.7800000003,4
2026-03-21,Database,SQLDb-S2,canadacentral,1842.5021000000002,32777300.4,2
2026-03-21,Database,SQLDb-S2,centralindia,3699.4444999999996,79735194.0,2
2026-03-21,Database,SQLDb-S2,eastus,241.002,40915.02,1
2026-03-21,Database,SQLDb-S2,southeastasia,4026.0895,93175816.53,2
2026-03-21,Database,SQLDb-S2,westeurope,6287.069760000001,328858563.6,3
2026-03-21,Storage,Blob-Cool,canadacentral,113.72,3841.69,1
2026-03-21,Storage,Blob-Cool,centralindia,569.0941,10307.65,3
2026-03-21,Storage,Blob-Cool,eastus,458.76,4931.07,1
2026-03-21,Storage,Blob-Cool,southeastasia,169.51680000000002,4.2884,1
2026-03-21,Storage,GCS-Nearline,asia-south1,196.76,2791.97,1
2026-03-21,Storage,GCS-Nearline,us-central1,0.6945600000000001,4710.93,1
2026-03-21,Storage,GCS-Standard,asia-south1,303.0032,3725.2001,2
2026-03-21,Storage,GCS-Standard,us-central1,0.9348,3879.05,1
2026-03-21,Storage,GCS-Standard,us-west1,21.11508,4.9258,2
2026-03-21,Storage,S3-IA,ap-south-1,385.55240000000003,4887.59,2
2026-03-21,Storage,S3-IA,us-west-2,82.38,4.8746,1
2026-03-21,Storage,S3-Standard,UNKNOWN,17.92,2.0634,1
2026-03-21,Storage,S3-Standard,ap-south-1,14.97048,3004.3039999999996,2
2026-03-21,Storage,S3-Standard,eu-west-1,73.93,3.0357,1
2026-03-21,Storage,S3-Standard,us-east-1,6.18,2285.09,1
2026-03-21,Storage,S3-Standard,us-west-2,2.21364,2671.81,1
2026-03-22,Compute,EC2-t3.large,ap-south-1,7.96692,530488.2,1
2026-03-22,Compute,EC2-t3.large,ap-southeast-1,2498.50836,5167661.4,2
2026-03-22,Compute,EC2-t3.large,eu-west-1,295.5204,494437.8,1
2026-03-22,Compute,EC2-t3.large,us-east-1,334.60592,456426.91000000003,2
2026-03-22,Compute,EC2-t3.large,us-west-2,4443.96,59445.24,2
2026-03-22,Compute,EC2-t3.medium,UNKNOWN,1909.98,1154679.6,1
2026-03-22,Compute,EC2-t3.medium,ap-south-1,431.68,6625.4,1
2026-03-22,Compute,EC2-t3.medium,ap-southeast-1,13.561319999999998,45960372.0,1
2026-03-22,Compute,EC2-t3.medium,eu-west-1,3071.3925600000002,127476932.83,3
2026-03-22,Compute,EC2-t3.medium,us-east-1,1789.6840000000002,126318888.0,1
2026-03-22,Compute,EC2-t3.xlarge,ap-south-1,4906.1116,175260168.0,1
2026-03-22,Compute,EC2-t3.xlarge,eu-west-1,1261.8,913446.6,1
2026-03-22,Compute,EC2-t3.xlarge,us-west-2,2.66784,16904.59,1
2026-03-22,Compute,GCE-n1-standard-2,asia-south1,20.74236,62259552.0,1
2026-03-22,Compute,GCE-n1-standard-2,asia-southeast1,7.72368,33720.51,1
2026-03-22,Compute,GCE-n1-standard-2,europe-west1,829.7424,35356176.0,1
2026-03-22,Compute,GCE-n1-standard-2,us-central1,309.9168,125828208.0,1
2026-03-22,Compute,GCE-n1-standard-4,asia-south1,6.453,84255012.0,1
2026-03-22,Compute,GCE-n1-standard-4,asia-southeast1,8.72712,541200.0,1
2026-03-22,Compute,GCE-n1-standard-4,us-central1,2526.20688,4491927109.22,2
2026-03-22,Compute,GCE-n1-standard-4,us-west1,31.79196,1894181.4,1
2026-03-22,Compute,GCE-n1-standard-8,asia-south1,5357.00816,71055760.98,4
2026-03-22,Compute,GCE-n1-standard-8,us-central1,7.95624,2072656.8,1
2026-03-22,Compute,GCE-n1-standard-8,us-west1,803.29,19366.13,1
2026-03-22,Compute,VM-Standard_D2s,centralindia,45.94,2932.31,1
2026-03-22,Compute,VM-Standard_D4s,canadacentral,49.54248,166612608.0,1
2026-03-22,Compute,VM-Standard_D4s,westeurope,204.0228,629208396.0,1
2026-03-22,Compute,VM-Standard_D8s,canadacentral,1697.94,128494980.0,1
2026-03-22,Compute,VM-Standard_D8s,centralindia,0.34152,31544748.0,1
2026-03-22,Compute,VM-Standard_D8s,eastus,41.344080000000005,39494.06,1
2026-03-22,Database,CloudSQL-db.standard-2,asia-south1,-24.61848,119809476.0,1
2026-03-22,Database,CloudSQL-db.standard-2,europe-west1,442.87656,4379259.9,3
2026-03-22,Database,CloudSQL-db.standard-2,us-central1,306.69968,21945719.09,2
2026-03-22,Database,CloudSQL-db.standard-2,us-west1,7.703280000000001,40611960.0,1
2026-03-22,Database,RDS-db.m5.large,ap-south-1,4616.778920000001,2161421.64,3
2026-03-22,Database,RDS-db.m5.large,ap-southeast-1,6240.8826,335998692.0,2
2026-03-22,Database,RDS-db.m5.large,eu-west-1,475.89316,5735999.75,4
2026-03-22,Database,RDS-db.m5.large,us-east-1,7289.7408,15728504688.0,2
2026-03-22,Database,RDS-db.m5.large,us-west-2,5.33244,978541.88,2
2026-03-22,Database,SQLDb-S2,UNKNOWN,3567.3804,112937435.24,3
2026-03-22,Database,SQLDb-S2,centralindia,4156.64896,222233874.62,5
2026-03-22,Database,SQLDb-S2,eastus,2749.2048000000004,159577485.6,2
2026-03-22,Database,SQLDb-S2,southeastasia,3.1834800000000003,61276500.0,1
2026-03-22,Database,SQLDb-S2,westeurope,6584.8442,6025981.24,5
2026-03-22,Database,UNKNOWN,asia-southeast1,581.17,7111.43,1
2026-03-22,Storage,Blob-Cool,canadacentral,127.6344,1322.59,1
2026-03-22,Storage,Blob-Cool,centralindia,281.7327,2329.5247999999997,3
2026-03-22,Storage,Blob-Cool,westeurope,77.5116,3.9516,1
2026-03-22,Storage,Blob-Hot,eastus,149.5152,549.0285,2
2026-03-22,Storage,GCS-Nearline,asia-south1,228.1936,3.3258,1
2026-03-22,Storage,GCS-Nearline,europe-west1,330.06266,9880.972399999999,4
2026-03-22,Storage,GCS-Nearline,us-central1,16.90392,1303.79,2
2026-03-22,Storage,GCS-Nearline,us-west1,5.8458000000000006,3733.1111,4
2026-03-22,Storage,GCS-Standard,europe-west1,299.89398,6.0427,2
2026-03-22,Storage,GCS-Standard,us-central1,0.2387999999999999,2280.25,1
2026-03-22,Storage,GCS-Standard,us-west1,1.01196,1.2674,1
2026-03-22,Storage,S3-IA,ap-south-1,294.12266,2351.9114999999997,4
2026-03-22,Storage,S3-IA,ap-southeast-1,33.57496,2431.8203999999996,2
2026-03-22,Storage,S3-IA,us-west-2,4.378920000000001,166.0548,1
2026-03-22,Storage,S3-Standard,ap-south-1,277.98202000000003,9228.5822,3
2026-03-22,Storage,S3-Standard,eu-west-1,0.28032,2841.63,1
2026-03-22,Storage,S3-Standard,us-east-1,203.71984,158201.88,2
2026-03-23,Compute,EC2-t3.large,UNKNOWN,18.48936,108423144.0,1
2026-03-23,Compute,EC2-t3.large,ap-southeast-1,371.54632000000004,44292.659999999996,3
2026-03-23,Compute,EC2-t3.large,us-east-1,1437.28,2250556.8,1
2026-03-23,Compute,EC2-t3.medium,ap-southeast-1,3.56256,21632.65,1
2026-03-23,Compute,EC2-t3.medium,us-west-2,674.98,46498.6,1
2026-03-23,Compute,EC2-t3.xlarge,ap-south-1,22.55436,1806658.2,1
2026-03-23,Compute,EC2-t3.xlarge,eu-west-1,35.8284,168679548.0,1
2026-03-23,Compute,EC2-t3.xlarge,us-east-1,249.71,518671433.4,2
2026-03-23,Compute,EC2-t3.xlarge,us-west-2,4249.98,2909802.0,1
2026-03-23,Compute,GCE-n1-standard-2,asia-south1,13.775640000000001,2720984.29,2
2026-03-23,Compute,GCE-n1-standard-2,asia-southeast1,0.09984,161.17,1
2026-03-23,Compute,GCE-n1-standard-2,us-central1,16.40232,1618768.8,2
2026-03-23,Compute,GCE-n1-standard-4,asia-southeast1,53.747640000000004,107381077.14,2
2026-03-23,Compute,GCE-n1-standard-4,us-central1,39.72312,3234656.4,2
2026-03-23,Compute,GCE-n1-standard-4,us-west1,3077.3520000000003,118108188.0,1
2026-03-23,Compute,GCE-n1-standard-8,asia-south1,78.02,3567.0,1
2026-03-23,Compute,GCE-n1-standard-8,europe-west1,2760.2752800000003,178451708.27,3
2026-03-23,Compute,GCE-n1-standard-8,us-central1,19.0428,22382.19,1
2026-03-23,Compute,VM-Standard_D2s,eastus,86.83804,12544.18,3
2026-03-23,Compute,VM-Standard_D2s,southeastasia,0.0,1477588.8,1
2026-03-23,Compute,VM-Standard_D4s,UNKNOWN,23.71824,129920004.0,1
2026-03-23,Compute,VM-Standard_D4s,canadacentral,1989.4464,6010.46,1
2026-03-23,Compute,VM-Standard_D4s,centralindia,3889.75308,146544009.46,2
2026-03-23,Compute,VM-Standard_D4s,eastus,2.8952400000000003,6688.7,1
2026-03-23,Compute,VM-Standard_D4s,southeastasia,1637.8555,1205988.0,1
2026-03-23,Compute,VM-Standard_D4s,westeurope,26.51148,26232.54,1
2026-03-23,Compute,VM-Standard_D8s,centralindia,1499.3873999999998,1084246.68,1
2026-03-23,Compute,VM-Standard_D8s,eastus,6.52632,38195.94,1
2026-03-23,Compute,VM-Standard_D8s,westeurope,3959.8308000000006,2461522.8,1
2026-03-23,Database,CloudSQL-db.standard-2,asia-south1,2929.3212000000003,187730769.6,3
2026-03-23,Database,CloudSQL-db.standard-2,asia-southeast1,2016.0913600000001,160942679.77,3
2026-03-23,Database,CloudSQL-db.standard-2,europe-west1,3082.6583,91978505.4,2
2026-03-23,Database,CloudSQL-db.standard-2,us-central1,1660.53532,2685842.29,4
2026-03-23,Database,CloudSQL-db.standard-2,us-west1,2864.7136,85048594.39,3
2026-03-23,Database,RDS-db.m5.large,UNKNOWN,-44.11128,174050388.0,1
2026-03-23,Database,RDS-db.m5.large,ap-south-1,405.05,391113389.21,2
2026-03-23,Database,RDS-db.m5.large,ap-southeast-1,541.50164,26403905.55,3
2026-03-23,Database,RDS-db.m5.large,eu-west-1,30.923400000000004,80608514.30000001,2
2026-03-23,Database,RDS-db.m5.large,us-west-2,1733.81116,135228010.12,3
2026-03-23,Database,SQLDb-S2,centralindia,2748.8157,1219993.4600000002,2
2026-03-23,Database,SQLDb-S2,eastus,3600.3941999999997,174290785.05,4
2026-03-23,Database,SQLDb-S2,southeastasia,20.4858,32737666.6,2
2026-03-23,Database,SQLDb-S2,westeurope,2693.2824000000005,105026160.0,3
2026-03-23,Storage,Blob-Cool,centralindia,47.656099999999995,0.6456999999999999,2
2026-03-23,Storage,Blob-Cool,eastus,15.174,10231.49,1
2026-03-23,Storage,Blob-Hot,canadacentral,57.9,3.658,1
2026-03-23,Storage,Blob-Hot,westeurope,372.7404,5929.0022,4
2026-03-23,Storage,GCS-Nearline,UNKNOWN,132.14,1.7402,1
2026-03-23,Storage,GCS-Nearline,asia-south1,1.00296,2.2749,1
2026-03-23,Storage,GCS-Nearline,asia-southeast1,-3547.54,19175.67,3
2026-03-23,Storage,GCS-Nearline,europe-west1,2.6994000000000002,2852.4937999999997,3
2026-03-23,Storage,GCS-Nearline,us-central1,359.7592,6.4169,2
2026-03-23,Storage,GCS-Nearline,us-west1,0.42648,1.4449,1
2026-03-23,Storage,GCS-Standard,asia-southeast1,252.36348,1269.3338999999999,3
2026-03-23,Storage,GCS-Standard,us-central1,162.72,2714.33,1
2026-03-23,Storage,GCS-Standard,us-west1,1.35792,3027.485,2
2026-03-23,Storage,S3-IA,ap-south-1,147.21,1396.7247000000002,2
2026-03-23,Storage,S3-IA,ap-southeast-1,294.42176,3733.5952,3
2026-03-23,Storage,S3-IA,us-east-1,0.6792,0.7457,1
2026-03-23,Storage,S3-IA,us-west-2,0.72276,3158.52,1
2026-03-23,Storage,S3-Standard,ap-south-1,454.0377,3.9984,1
2026-03-23,Storage,S3-Standard,ap-southeast-1,0.30072,0.4119,1
2026-03-23,Storage,S3-Standard,eu-west-1,9.89,2430.8,1
2026-03-23,Storage,S3-Standard,us-east-1,65.56592,4462.876,3
2026-03-23,Storage,S3-Standard,us-west-2,86.28,3708.87,1
2026-03-24,Compute,EC2-t3.large,ap-south-1,0.0,29330316.0,1
2026-03-24,Compute,EC2-t3.large,ap-southeast-1,1729.59468,2719742.07,3
2026-03-24,Compute,EC2-t3.large,eu-west-1,2412.8388000000004,87609489.43,2
2026-03-24,Compute,EC2-t3.large,us-west-2,1406.71624,59126.770000000004,2
2026-03-24,Compute,EC2-t3.medium,ap-south-1,15.6918,1540005.6,1
2026-03-24,Compute,EC2-t3.medium,eu-west-1,771.7903200000001,122751720.0,2
2026-03-24,Compute,EC2-t3.xlarge,ap-south-1,11.21496,33869.68,1
2026-03-24,Compute,EC2-t3.xlarge,us-west-2,1334.79,28405.82,1
2026-03-24,Compute,GCE-n1-standard-2,europe-west1,6.86424,34942156.8,1
2026-03-24,Compute,GCE-n1-standard-2,us-central1,491.02,1051067.4,1
2026-03-24,Compute,GCE-n1-standard-2,us-west1,4041.8365,5226196.279999999,3
2026-03-24,Compute,GCE-n1-standard-4,asia-southeast1,5.9874,34093008.0,1
2026-03-24,Compute,GCE-n1-standard-4,us-west1,53.11668,2777683.2,1
2026-03-24,Compute,GCE-n1-standard-8,asia-south1,5455.3624,155778931.45,2
2026-03-24,Compute,VM-Standard_D2s,canadacentral,458.0280000000001,16150.31,1
2026-03-24,Compute,VM-Standard_D2s,southeastasia,3439.7244,2133955.2,1
2026-03-24,Compute,VM-Standard_D2s,westeurope,286.76,80131356.0,1
2026-03-24,Compute,VM-Standard_D4s,UNKNOWN,2346.7313999999997,73557084.19,2
2026-03-24,Compute,VM-Standard_D4s,centralindia,1073.25,59637024.0,1
2026-03-24,Compute,VM-Standard_D4s,eastus,2650.91408,144606096.0,2
2026-03-24,Compute,VM-Standard_D4s,southeastasia,422.4852,298462.2,1
2026-03-24,Compute,VM-Standard_D4s,westeurope,471.38,441229.2,1
2026-03-24,Compute,VM-Standard_D8s,canadacentral,3403.9937,2188558.2,1
2026-03-24,Compute,VM-Standard_D8s,centralindia,37.32,1035.44,1
2026-03-24,Compute,VM-Standard_D8s,westeurope,7814.051759999999,132746.35,3
2026-03-24,Database,CloudSQL-db.standard-2,asia-south1,3297.7563,175004104.73000002,3
2026-03-24,Database,CloudSQL-db.standard-2,asia-southeast1,1930.18356,62681722.78,2
2026-03-24,Database,CloudSQL-db.standard-2,europe-west1,7.210560000000001,1984100.31,2
2026-03-24,Database,CloudSQL-db.standard-2,us-central1,58.48464,237815031.64,3
2026-03-24,Database,RDS-db.m5.large,UNKNOWN,27.55212,142734276.0,1
2026-03-24,Database,RDS-db.m5.large,ap-south-1,3001.85808,4492077098.4,2
2026-03-24,Database,RDS-db.m5.large,ap-southeast-1,1211.6,22270.72,1
2026-03-24,Database,RDS-db.m5.large,eu-west-1,3348.53744,1804903.8900000001,5
2026-03-24,Database,RDS-db.m5.large,us-east-1,6016.11852,195925918.63,6
2026-03-24,Database,RDS-db.m5.large,us-west-2,16.22616,44363974.02,3
2026-03-24,Database,SQLDb-S2,UNKNOWN,334.92,22962.19,1
2026-03-24,Database,SQLDb-S2,canadacentral,200.67984,70290155.4,2
2026-03-24,Database,SQLDb-S2,centralindia,4404.67236,152780975.57,4
2026-03-24,Database,SQLDb-S2,eastus,747.556,2315384.22,2
2026-03-24,Database,SQLDb-S2,southeastasia,4179.9456,42300.86,1
2026-03-24,Database,SQLDb-S2,westeurope,1124.27904,2657203.25,2
2026-03-24,Storage,Blob-Cool,southeastasia,21.017760000000003,1392.6372,2
2026-03-24,Storage,Blob-Cool,westeurope,129.60000000000002,1894.36,1
2026-03-24,Storage,Blob-Hot,UNKNOWN,0.24804,2008.84,1
2026-03-24,Storage,Blob-Hot,canadacentral,92.11236,2594.67,3
2026-03-24,Storage,Blob-Hot,eastus,0.01344,0.0276,1
2026-03-24,Storage,GCS-Nearline,asia-south1,102.98464000000001,1621.1440000000002,3
2026-03-24,Storage,GCS-Nearline,europe-west1,456.6548,1815.7158,3
2026-03-24,Storage,GCS-Nearline,us-central1,1.95,5917.96,2
2026-03-24,Storage,GCS-Standard,asia-south1,172.65,4.2834,1
2026-03-24,Storage,GCS-Standard,asia-southeast1,111.7727,2987.04,1
2026-03-24,Storage,GCS-Standard,europe-west1,254.67960000000002,14130.545,2
2026-03-24,Storage,GCS-Standard,us-central1,4.807320000000001,4805.6915,2
2026-03-24,Storage,GCS-Standard,us-west1,119.77200000000002,150570.46,1
2026-03-24,Storage,S3-IA,ap-south-1,0.24960000000000002,174.7133,2
2026-03-24,Storage,S3-IA,ap-southeast-1,54.065239999999996,1582.5147000000002,3
2026-03-24,Storage,S3-IA,eu-west-1,971.7182,4553.0364,5
2026-03-24,Storage,S3-IA,us-east-1,457.7,2237.9743,3
2026-03-24,Storage,S3-IA,us-west-2,491.95,4929.68,1
2026-03-24,Storage,S3-Standard,ap-south-1,3.84204,3729.46,1
2026-03-24,Storage,S3-Standard,eu-west-1,79.35404,6831.4229,3
2026-03-24,Storage,S3-Standard,us-east-1,198.76749999999998,6411.9341,3
2026-03-24,Storage,S3-Standard,us-west-2,98.21324,2679.3853,3
2026-03-24,Storage,UNKNOWN,us-east-1,217.55,2458.19,1
2026-03-24,Storage,UNKNOWN,us-west-2,2.20116,4280.18,1
2026-03-25,Compute,EC2-t3.large,eu-west-1,10.48608,106212096.0,1
2026-03-25,Compute,EC2-t3.large,us-east-1,1649.95,15429531.95,2
2026-03-25,Compute,EC2-t3.large,us-west-2,203.4138,73916388.0,2
2026-03-25,Compute,EC2-t3.medium,ap-south-1,1005.97,94632804.0,1
2026-03-25,Compute,EC2-t3.medium,us-west-2,3079.95,111393147.52,2
2026-03-25,Compute,EC2-t3.xlarge,ap-southeast-1,0.39912,25537.54,1
2026-03-25,Compute,EC2-t3.xlarge,us-east-1,15.1122,71366040.0,1
2026-03-25,Compute,GCE-n1-standard-2,asia-south1,7.13496,1194344.4,1
2026-03-25,Compute,GCE-n1-standard-2,asia-southeast1,143.29,235818.0,1
2026-03-25,Compute,GCE-n1-standard-2,us-central1,40.299,2762079.6,1
2026-03-25,Compute,GCE-n1-standard-2,us-west1,1237.2372,50775696.6,1
2026-03-25,Compute,GCE-n1-standard-4,asia-southeast1,0.0,2028667.2,1
2026-03-25,Compute,GCE-n1-standard-4,us-central1,12.452160000000001,233043624.0,2
2026-03-25,Compute,GCE-n1-standard-8,asia-southeast1,39.19776,122197212.0,1
2026-03-25,Compute,GCE-n1-standard-8,us-central1,1.15056,2456635.8,1
2026-03-25,Compute,UNKNOWN,UNKNOWN,4.641,27060.02,1
2026-03-25,Compute,UNKNOWN,eu-west-1,81.06312,214277976.0,2
2026-03-25,Compute,UNKNOWN,us-central1,28.155600000000003,34703.5,2
2026-03-25,Compute,VM-Standard_D2s,canadacentral,20.30244,17893.39,1
2026-03-25,Compute,VM-Standard_D2s,eastus,1050.7644,24326.16,1
2026-03-25,Compute,VM-Standard_D2s,southeastasia,754.88,1686848.4,1
2026-03-25,Compute,VM-Standard_D4s,centralindia,600.29,9368.8,1
2026-03-25,Compute,VM-Standard_D4s,eastus,513.54,2895232.2,1
2026-03-25,Compute,VM-Standard_D4s,westeurope,266.8032,13740.16,1
2026-03-25,Compute,VM-Standard_D8s,eastus,2887.5212400000005,34473623.4,2
2026-03-25,Compute,VM-Standard_D8s,westeurope,4758.2328,49289.64,1
2026-03-25,Database,CloudSQL-db.standard-2,asia-south1,-1413.0379400000002,56518.93,4
2026-03-25,Database,CloudSQL-db.standard-2,asia-southeast1,4623.534000000001,167822532.0,1
2026-03-25,Database,CloudSQL-db.standard-2,europe-west1,699.99216,2859105.58,3
2026-03-25,Database,CloudSQL-db.standard-2,us-central1,247.54714,302511168.0,2
2026-03-25,Database,CloudSQL-db.standard-2,us-west1,11.47488,109398240.0,1
2026-03-25,Database,RDS-db.m5.large,ap-southeast-1,724.2937,8970.47,1
2026-03-25,Database,RDS-db.m5.large,eu-west-1,56.07288,49424.4,1
2026-03-25,Database,RDS-db.m5.large,us-east-1,36.43092,79624006.96000001,3
2026-03-25,Database,RDS-db.m5.large,us-west-2,248.73876,208660900.18,4
2026-03-25,Database,SQLDb-S2,canadacentral,43.71384,167498352.0,2
2026-03-25,Database,SQLDb-S2,centralindia,831.37,22298.28,1
2026-03-25,Database,SQLDb-S2,eastus,3396.4328400000004,142291833.04,3
2026-03-25,Database,SQLDb-S2,southeastasia,4332.2704,184883364.0,3
2026-03-25,Database,SQLDb-S2,westeurope,4176.4294,247069993.06,3
2026-03-25,Storage,Blob-Cool,canadacentral,290.37664,709.3149999999999,2
2026-03-25,Storage,Blob-Cool,centralindia,58.718880000000006,5301.84,3
2026-03-25,Storage,Blob-Cool,southeastasia,241.03028,35899.848600000005,2
2026-03-25,Storage,Blob-Cool,westeurope,91.32,1.1525,1
2026-03-25,Storage,Blob-Hot,canadacentral,0.018,1271.21,1
2026-03-25,Storage,Blob-Hot,centralindia,118.6053,0.9342,1
2026-03-25,Storage,Blob-Hot,southeastasia,4.28664,4890.33,1
2026-03-25,Storage,GCS-Nearline,asia-south1,351.5544,6.2425999999999995,2
2026-03-25,Storage,GCS-Nearline,asia-southeast1,117.7,2947.26,1
2026-03-25,Storage,GCS-Nearline,us-central1,40.39296,2870.92,4
2026-03-25,Storage,GCS-Nearline,us-west1,17.02,289.4,1
2026-03-25,Storage,GCS-Standard,asia-southeast1,122.8471,1356.07,1
2026-03-25,Storage,GCS-Standard,us-central1,0.1644,0.1393,1
2026-03-25,Storage,S3-IA,us-east-1,43.13814,9572.52,3
2026-03-25,Storage,S3-IA,us-west-2,46.47224,5778.162399999999,3
2026-03-25,Storage,S3-Standard,ap-south-1,319.608,5.0412,2
2026-03-25,Storage,S3-Standard,ap-southeast-1,0.23448,2366.97,1
2026-03-25,Storage,S3-Standard,us-east-1,0.34116,380.56,1
2026-03-25,Storage,S3-Standard,us-west-2,3.8656800000000002,3830.3797,2
2026-03-26,Compute,EC2-t3.large,ap-south-1,3122.17662,123419727.2,3
2026-03-26,Compute,EC2-t3.large,ap-southeast-1,1222.2992800000002,2268822.4899999998,2
2026-03-26,Compute,EC2-t3.large,eu-west-1,15.268680000000002,94796856.0,1
2026-03-26,Compute,EC2-t3.large,us-west-2,65.09700000000001,14243127.6,2
2026-03-26,Compute,EC2-t3.medium,ap-southeast-1,24.49032,35877566.4,2
2026-03-26,Compute,EC2-t3.xlarge,ap-south-1,1561.18,25825.44,1
2026-03-26,Compute,EC2-t3.xlarge,ap-southeast-1,2043.77404,125784768.0,3
2026-03-26,Compute,EC2-t3.xlarge,us-east-1,684.59,22257.58,1
2026-03-26,Compute,GCE-n1-standard-2,asia-south1,15.47196,6698.32,1
2026-03-26,Compute,GCE-n1-standard-2,asia-southeast1,22.92732,1403914.8,1
2026-03-26,Compute,GCE-n1-standard-4,asia-south1,1173.88988,42970777.96,3
2026-03-26,Compute,GCE-n1-standard-4,europe-west1,9.31104,1437716.4,1
2026-03-26,Compute,GCE-n1-standard-8,asia-southeast1,218.48,23913900.0,1
2026-03-26,Compute,VM-Standard_D2s,eastus,1502.298,20368165.8,2
2026-03-26,Compute,VM-Standard_D2s,southeastasia,1303.7312,2760828.0,1
2026-03-26,Compute,VM-Standard_D4s,canadacentral,684.943,126311119.8,2
2026-03-26,Compute,VM-Standard_D4s,centralindia,534.58,65339856.0,1
2026-03-26,Compute,VM-Standard_D4s,westeurope,315.2,1036571.4,1
2026-03-26,Compute,VM-Standard_D8s,canadacentral,839.1168000000001,727028.4,1
2026-03-26,Compute,VM-Standard_D8s,southeastasia,3007.962,131847910.14,2
2026-03-26,Compute,VM-Standard_D8s,westeurope,874.7125,88188408.0,1
2026-03-26,Database,CloudSQL-db.standard-2,asia-south1,632.68218,14423416.74,3
2026-03-26,Database,CloudSQL-db.standard-2,asia-southeast1,6.03696,30804048.0,1
2026-03-26,Database,CloudSQL-db.standard-2,europe-west1,5594.1754,1072384872.12,7
2026-03-26,Database,CloudSQL-db.standard-2,us-central1,1238.78116,3944282.29,3
2026-03-26,Database,CloudSQL-db.standard-2,us-west1,2604.87,110282652.0,1
2026-03-26,Database,RDS-db.m5.large,ap-south-1,1099.65464,111877374.63,4
2026-03-26,Database,RDS-db.m5.large,ap-southeast-1,851.4207,41011452.0,1
2026-03-26,Database,RDS-db.m5.large,eu-west-1,5463.469620000001,131381305.47,4
2026-03-26,Database,RDS-db.m5.large,us-east-1,2341.38376,153190212.0,3
2026-03-26,Database,RDS-db.m5.large,us-west-2,1106.96048,45827.079999999994,3
2026-03-26,Database,SQLDb-S2,UNKNOWN,6.215039999999999,316276.8,1
2026-03-26,Database,SQLDb-S2,canadacentral,1862.3863999999999,56180908.8,2
2026-03-26,Database,SQLDb-S2,eastus,44.6508,2386835.14,2
2026-03-26,Database,SQLDb-S2,southeastasia,4054.6588799999995,299058283.26,3
2026-03-26,Database,SQLDb-S2,westeurope,5275.854,176625756.0,1
2026-03-26,Storage,Blob-Cool,canadacentral,275.36760000000004,393.71680000000003,2
